mp_id,formula,bg_eV,gap_type,ehull,stable,fold0,fold1,fold2,fold3,fold4
mp-1106130,NaCoSeO6F,0.0,Metal,0.3224,Unstable,train,test,train,train,train
mp-1196236,K2Sb2SeO5F6,0.1897,Indirect,0.2853,Unstable,val,train,test,train,train
mp-1195199,VPbSeO5F,2.8394,Direct,0.0,Stable,train,train,test,train,train
mp-1206897,Pr2Se2F,0.0,Metal,1.9195,Unstable,train,train,train,train,test
mp-1207276,Sm2Se2F,0.0,Metal,1.6723,Unstable,train,train,test,train,train
mp-1207301,Nd2Se2F,0.0,Metal,1.7299,Unstable,val,train,val,train,test
mp-1212164,Hg3(SeF)2,1.9752,Indirect,0.0,Stable,train,test,train,train,train
mp-1208978,Sm2CuSe2F,0.0,Metal,1.3361,Unstable,train,val,test,train,train
mp-1214731,Ba2CuSe2F,0.0,Metal,1.256,Unstable,train,val,test,train,train
mp-556194,SrSbSe2F,0.1201,Direct,0.0106,Stable,train,train,train,test,train
mp-1202255,AgSb(SeF3)2,1.175,Direct,0.0012,Stable,train,train,train,test,train
mp-667447,TeAs(SeF3)2,1.4618,Direct,0.147,Unstable,val,val,val,test,val
mp-662919,SbTe(SeF3)2,1.4471,Direct,0.197,Unstable,test,train,train,train,train
mp-558946,BaSbSe2F,1.3343,Indirect,0.0039,Stable,train,test,train,train,train
mp-651161,TeAs(SeF3)2,1.7121,Direct,0.0647,Stable,test,train,train,train,train
mp-6407,Sb2Te(SeF5)2,1.7292,Direct,0.0147,Stable,train,test,train,train,train
mp-1080029,Ba2Mn2Se2OF2,0.0,Metal,0.0,Stable,train,train,train,train,test
mp-549058,Ba2Fe2Se2OF2,1.81,Indirect,0.0039,Stable,test,train,val,train,train
mp-550944,Sr2Fe2Se2OF2,0.0,Metal,0.0103,Stable,train,test,train,train,train
mp-555942,Er3SiSe2O10F,4.122,Indirect,0.0,Stable,test,train,train,train,train
mp-558478,La3NbSe2(O2F)2,1.4586,Direct,0.0,Stable,train,train,train,test,train
mp-1193369,TiPb2Se2ClO7F,2.4534,Indirect,0.0,Stable,train,test,train,train,val
mp-1229037,AsSe3(BrF2)3,1.6873,Indirect,0.0147,Stable,val,train,test,train,train
mp-710062,Pr4Se3(O5F3)2,3.6908,Indirect,0.0212,Stable,train,train,train,val,test
mp-1191037,AgAs(SeF2)3,1.6736,Direct,0.0,Stable,train,train,train,test,train
mp-23575,AsSe3(ClF2)3,1.9559,Indirect,0.0,Stable,val,train,train,train,test
mp-560263,Pr4Se3(O5F3)2,4.0058,Indirect,0.0,Stable,train,train,train,test,train
mp-1209641,Sb2Te3(SeF4)3,1.38,Direct,0.0604,Stable,test,train,val,train,train
mp-556763,AsSe3(NF3)2,1.2297,Indirect,0.1558,Unstable,train,train,val,train,test
mp-541401,As2Se3(NF6)2,2.3512,Indirect,0.108,Unstable,test,train,train,train,train
mp-1208562,Te2As(SeF2)3,1.1084,Direct,0.0684,Stable,train,train,train,train,test
mp-17057,Sr2SnSe3F2,1.4479,Direct,0.0113,Stable,train,train,train,val,test
mp-17805,Ba2SnSe3F2,2.0002,Direct,0.0,Stable,train,train,test,train,val
mp-1194712,Pr5Si2Se3O17F,3.9696,Indirect,0.0,Stable,train,train,train,train,test
mp-15380,Sb9Se4F39,1.9538,Direct,0.0,Stable,train,train,test,train,train
mp-557606,SbAs3(Se2F3)2,1.8713,Indirect,0.0392,Stable,train,test,train,train,train
mp-555217,Dy3Se4O12F,3.7411,Indirect,0.0,Stable,test,train,train,train,train
mp-559447,Gd3Se4O12F,2.7821,Direct,0.0,Stable,train,train,test,train,val
mp-561124,Ho3Se4O12F,3.7121,Indirect,0.0074,Stable,train,train,train,train,test
mp-1219891,Re3Se4O8F,0.0607,Indirect,1.1424,Unstable,train,train,val,test,train
mp-650674,TeAs(Se2F3)2,1.4762,Direct,0.0,Stable,train,train,test,train,train
mp-1205478,SbSe5F6,1.468,Direct,0.0,Stable,test,train,train,train,val
mp-667742,SbSe5F6,0.0446,Direct,0.1497,Unstable,test,train,train,train,train
mp-1192196,Ba7In2(Se3F4)2,1.1988,Direct,0.025,Stable,train,train,train,test,val
mp-23569,AsSe6IF6,1.577,Direct,0.0,Stable,train,test,train,train,train
mp-559000,SbSe6IF6,1.5285,Direct,0.0,Stable,train,test,train,train,train
mp-1195190,Ba4Fe3(Se3F2)2,0.0,Metal,0.7926,Unstable,train,train,train,test,train
mp-28684,Sb7Se8F35,1.903,Direct,0.0127,Stable,test,train,val,train,train
mp-1212165,Re6Se8O7F6,0.0,Metal,0.7828,Unstable,train,train,test,train,train
mp-1216262,Y16Se16F15,0.1477,Indirect,0.191,Unstable,train,test,train,train,train
mp-568603,In5Se5Cl,0.8961,Indirect,0.0247,Stable,test,train,train,val,train
mp-28920,Tl5Se2Cl,0.7829,Direct,0.0,Stable,val,train,train,train,test
mp-31038,CuSe2Cl,0.8067,Indirect,0.0,Stable,train,train,train,train,test
mp-580748,Re3Se4Cl,1.1641,Indirect,0.0,Stable,train,val,train,test,val
mp-676712,ReSeCl,1.5368,Indirect,0.0,Stable,train,train,test,train,train
mp-962058,YSeCl,1.8941,Direct,0.8288,Unstable,train,test,train,train,train
mp-1223184,La3Se4Cl,1.2078,Direct,0.0034,Stable,train,val,test,train,train
mp-1120728,GaSeCl,2.51,Direct,0.0,Stable,val,train,test,val,val
mp-1102246,LaSeCl,1.336,Direct,0.0,Stable,train,train,train,test,train
mp-610491,BiSeCl,1.8404,Indirect,0.0,Stable,train,val,train,train,test
mp-1045211,Mo3Se2ClO8,1.3434,Indirect,0.2872,Unstable,train,test,train,train,train
mp-1048591,Cr3Se2ClO8,0.4265,Indirect,0.1932,Unstable,train,test,train,train,train
mp-569939,AgBi2Se3Cl,0.55,Indirect,0.0041,Stable,train,train,train,test,train
mp-1196912,CuP4Se3Cl,1.6399,Indirect,0.0,Stable,val,train,train,train,test
mp-1213116,CuTeSeCl,1.0564,Indirect,0.0871,Stable,val,train,train,train,test
mp-1105941,Ba3InSe4Cl,2.4336,Direct,0.0347,Stable,train,train,test,train,val
mp-1223776,In2AgSe3Cl,0.7235,Indirect,0.0101,Stable,train,test,train,train,val
mp-556378,BiSeClO3,3.5272,Indirect,0.0,Stable,train,test,val,val,train
mp-1048546,V3Se2ClO8,1.665,Indirect,0.2081,Unstable,train,val,train,test,train
mp-1213819,CoSeClO6,0.0,Metal,0.7232,Unstable,train,train,train,test,train
mp-560549,AuSeClO3,1.3674,Indirect,0.0,Stable,train,train,train,train,test
mp-569687,CuHgSeCl,0.6295,Indirect,0.0027,Stable,val,test,val,train,train
mp-1048178,Sb3Se2ClO8,0.5571,Indirect,0.2784,Unstable,train,test,train,train,train
mp-1048225,Bi3Se2ClO8,0.7315,Indirect,0.2915,Unstable,train,val,test,train,train
mp-1045028,W3Se2ClO8,0.6045,Indirect,0.6349,Unstable,train,train,train,train,test
mp-1198762,InSeClO3,3.3798,Direct,0.0,Stable,train,val,train,test,train
mp-1204472,Y3Se2ClO8,4.2071,Indirect,0.0,Stable,train,train,train,test,val
mp-1205081,Ba3GaSe4Cl,2.61,Indirect,0.0096,Stable,train,train,val,train,test
mp-1207618,YSeClO3,4.3562,Indirect,0.0,Stable,train,test,train,train,train
mp-1213564,CuSeClO5,0.02,Direct,0.6206,Unstable,train,train,train,train,test
mp-23096,LuSeClO3,4.3364,Indirect,0.0,Stable,train,test,train,val,train
mp-23086,ErSeClO3,4.3487,Indirect,0.0,Stable,train,test,train,train,val
mp-23587,HoSeClO3,4.3572,Indirect,0.0,Stable,train,train,test,val,train
mp-554063,SmSeClO3,4.4293,Indirect,0.0,Stable,test,train,val,train,train
mp-554903,TbSeClO3,4.3868,Indirect,0.0,Stable,val,train,test,train,val
mp-555650,NdSeClO3,4.2031,Indirect,0.0,Stable,train,train,train,train,test
mp-556362,BiSeClO3,3.6197,Indirect,0.0071,Stable,train,test,train,train,train
mp-556551,GdSeClO3,2.993,Indirect,0.0,Stable,train,train,test,train,train
mp-558516,TmSeClO3,4.3368,Indirect,0.0,Stable,test,train,train,train,train
mp-558257,DySeClO3,4.3669,Indirect,0.0,Stable,test,train,train,train,val
mp-558490,Tb3Se2ClO8,4.086,Indirect,0.0,Stable,train,train,test,train,train
mp-639138,EuSeClO3,0.0,Metal,0.0,Stable,train,train,train,train,test
mp-1045980,AlW3Se2ClO8,1.4901,Indirect,0.3546,Unstable,test,train,train,train,train
mp-1045584,YMo3Se2ClO8,0.6001,Indirect,0.4555,Unstable,train,test,train,train,train
mp-1048499,AlSn3Se2ClO8,2.5163,Direct,0.2575,Unstable,train,test,train,train,train
mp-1048604,YTi3Se2ClO8,1.1446,Indirect,0.3353,Unstable,train,train,train,val,test
mp-1048587,Ti3AlSe2ClO8,0.3958,Indirect,0.5273,Unstable,train,val,train,train,test
mp-1266944,AlMo3Se2ClO8,0.197,Indirect,0.5059,Unstable,train,train,train,test,val
mp-1340471,AlMo3Se2ClO8,0.1385,Indirect,0.5326,Unstable,val,test,train,train,train
mp-1048592,YV3Se2ClO8,1.0973,Indirect,0.3969,Unstable,train,train,train,train,test
mp-1045601,AlFe3Se2ClO8,2.3164,Direct,0.1623,Unstable,train,train,test,train,train
mp-1045114,AlV3Se2ClO8,1.3073,Indirect,0.3908,Unstable,train,train,test,train,train
mp-1264957,AlCo3Se2ClO8,1.8001,Indirect,0.2032,Unstable,train,test,train,train,train
mp-554419,GdCuSe2ClO6,0.754,Indirect,0.1072,Unstable,train,train,val,val,test
mp-559195,SmMnSe2ClO6,2.6978,Indirect,0.0,Stable,train,train,train,test,train
mp-562836,SmCoSe2ClO6,2.7367,Indirect,0.0021,Stable,train,train,test,train,val
mp-1048241,AlSb3Se2ClO8,0.0,Metal,0.4414,Unstable,train,train,test,train,train
mp-1192566,VPb2Se2ClO8,1.5448,Indirect,0.0047,Stable,train,train,test,train,train
mp-1193560,NbPb2Se2ClO8,2.3641,Indirect,0.0,Stable,train,train,train,train,test
mp-1250779,AlSn3Se2ClO8,2.614,Direct,0.2493,Unstable,test,train,val,train,train
mp-1048276,YSb3Se2ClO8,0.0,Metal,0.3979,Unstable,train,train,train,val,test
mp-1045571,AlNi3Se2ClO8,1.5065,Direct,0.1872,Unstable,train,train,train,test,train
mp-1048247,YSn3Se2ClO8,0.5799,Indirect,0.4419,Unstable,test,train,val,train,train
mp-1048242,AlBi3Se2ClO8,0.0,Metal,0.372,Unstable,train,train,train,test,train
mp-1048596,YFe3Se2ClO8,2.5557,Direct,0.0648,Stable,train,train,train,test,train
mp-1048555,YCo3Se2ClO8,1.668,Indirect,0.1446,Unstable,train,val,train,train,test
mp-1048246,YBi3Se2ClO8,0.0,Metal,0.3148,Unstable,train,test,train,train,train
mp-1048385,YMn3Se2ClO8,1.8113,Direct,0.0472,Stable,train,train,train,test,train
mp-1048488,YCr3Se2ClO8,2.0598,Indirect,0.1792,Unstable,train,val,test,train,train
mp-1048551,YNi3Se2ClO8,1.3035,Indirect,0.0505,Stable,train,test,val,train,train
mp-505104,Cu3BiSe2ClO8,0.0,Metal,0.0,Stable,test,train,train,train,train
mp-581370,YCu3Se2ClO8,0.2385,Indirect,0.0012,Stable,train,train,test,train,train
mp-572807,NdCu3Se2ClO8,0.0162,Indirect,0.0,Stable,val,train,train,test,train
mp-555517,ErCu3Se2ClO8,0.0,Metal,0.0135,Stable,train,test,train,train,train
mp-720985,CaEr15Si8Se11ClO28,2.5753,Direct,0.0388,Stable,train,train,test,train,train
mp-29469,Pd(Se3Cl)2,1.149,Indirect,0.0993,Stable,train,val,test,train,train
mp-27851,Hg3(SeCl)2,1.7701,Indirect,0.0,Stable,train,test,train,train,train
mp-27361,Nb(SeCl)2,0.9934,Indirect,0.0,Stable,train,train,train,test,train
mp-567437,Pd(Se4Cl)2,1.3609,Indirect,0.0,Stable,train,val,train,train,test
mp-1105005,Ni3Se4(ClO5)2,3.1114,Indirect,0.0,Stable,train,train,val,test,train
mp-1105151,Co3Se4(ClO5)2,2.6502,Indirect,0.0011,Stable,test,train,train,train,val
mp-557136,Cu3Se2(ClO3)2,0.0,Metal,0.0058,Stable,train,train,train,test,train
mp-1201155,Cu5Se4(ClO6)2,0.0,Metal,0.0,Stable,train,train,train,test,train
mp-23119,Cu5Se2(ClO4)2,0.0,Metal,0.0079,Stable,train,train,test,train,train
mp-554163,Cu5Se2(ClO4)2,0.0,Metal,0.0,Stable,train,train,train,test,train
mp-561112,Zn2SeCl2O3,4.0939,Direct,0.0001,Stable,train,test,val,train,train
mp-1194971,Ni5Se4(ClO6)2,3.1026,Indirect,0.0,Stable,train,train,test,val,train
mp-1219275,Re2Os(Se2Cl)2,1.2869,Indirect,0.0,Stable,train,train,test,train,train
mp-23144,TlRe3(Se2Cl)2,1.5063,Indirect,0.0016,Stable,val,train,train,train,test
mp-557946,Cu3Se2(ClO3)2,0.0065,Indirect,0.0176,Stable,train,train,test,train,train
mp-572877,Co5Se4(ClO6)2,2.5561,Direct,0.0014,Stable,train,val,train,train,test
mp-1218418,Sr3Se2(ClO3)2,4.2893,Indirect,0.0,Stable,train,train,test,val,val
mp-557746,Zn2SeCl2O3,4.124,Direct,0.0,Stable,train,train,test,train,train
mp-1195181,Co4Se3Cl2O9,2.4618,Direct,0.0,Stable,train,train,val,test,train
mp-554805,Sr3Se3(ClO4)2,3.4263,Indirect,0.0,Stable,train,test,train,train,train
mp-1219635,RbBa3Ga5(Se5Cl)2,2.2064,Indirect,0.0137,Stable,train,train,train,test,train
mp-1223536,KBa3Ga5(Se5Cl)2,2.2139,Indirect,0.0176,Stable,train,test,train,train,train
mp-1225999,CsBa3Ga5(Se5Cl)2,2.2057,Indirect,0.0141,Stable,test,val,train,train,train
mp-1193439,Sr2CuSe2(ClO3)2,0.3384,Indirect,0.024,Stable,train,test,train,train,train
mp-1194403,PdPb2Se2(ClO3)2,1.456,Indirect,0.0,Stable,train,test,train,train,train
mp-553947,Sr2NiSe2(ClO3)2,3.387,Indirect,0.0,Stable,test,train,train,train,train
mp-557019,RbErSeCl2O3,4.3055,Indirect,0.0,Stable,test,train,train,train,train
mp-556414,CsTmSeCl2O3,4.3242,Indirect,0.0,Stable,val,train,train,train,test
mp-555160,CsYSeCl2O3,4.4011,Indirect,0.0,Stable,test,train,train,val,train
mp-561998,Sr2CoSe2(ClO3)2,2.1714,Indirect,0.0,Stable,train,train,val,test,train
mp-1193833,Cu2PbSe2(ClO3)2,0.0,Metal,0.0053,Stable,test,train,train,train,train
mp-1209082,RbYSeCl2O3,4.313,Indirect,0.0,Stable,test,train,train,train,train
mp-1193551,SrCu2Se2(ClO3)2,0.2982,Indirect,0.0065,Stable,val,train,train,test,train
mp-562762,Ba2CoSe2(ClO3)2,1.448,Indirect,0.0,Stable,train,train,test,train,val
mp-1214108,CoCuSe2(ClO5)2,0.0,Metal,0.5704,Unstable,train,val,test,train,train
mp-571061,Nb3Se10Cl3,1.1681,Indirect,0.0,Stable,train,test,train,train,train
mp-570270,NbSeCl3,0.7559,Indirect,0.0,Stable,train,val,train,train,test
mp-555909,Tb5Se2Cl3O10,3.7466,Indirect,0.0,Stable,train,train,val,train,test
mp-1197266,Nd7Se4Cl3O17,3.7944,Indirect,0.0,Stable,train,val,train,train,test
mp-23635,TlRe6Se8Cl3,1.4347,Indirect,0.0,Stable,test,train,train,train,train
mp-1192577,FeBi2Se2Cl3O7,1.3914,Indirect,0.0,Stable,val,val,train,train,test
mp-1196410,NaCu5Se2Cl3O8,0.0682,Direct,0.0163,Stable,train,train,test,train,train
mp-1228026,CsRe2OsSe4Cl3,2.106,Indirect,0.0,Stable,train,train,test,val,train
mp-683984,Al(SeCl)4,1.1219,Indirect,0.0,Stable,train,test,val,train,val
mp-574529,Al(SeCl2)2,1.4066,Direct,0.0,Stable,test,train,train,train,val
mp-671913,MoSe2Cl4O,1.0987,Indirect,0.1665,Unstable,val,test,val,val,val
mp-683684,MoSe2Cl4O,1.0025,Indirect,0.0643,Stable,val,train,test,train,train
mp-567734,AlAs3(SeCl)4,2.1167,Direct,0.0,Stable,train,test,val,train,val
mp-1192837,AlSb5Se5Cl4,1.3956,Indirect,0.0004,Stable,test,train,train,train,train
mp-1194909,AlSb2(SeCl2)2,1.122,Indirect,0.0,Stable,train,train,test,val,train
mp-637206,AlBiSeCl4,2.5424,Indirect,0.0,Stable,train,test,train,train,val
mp-866695,ReTeSeCl4,2.3069,Indirect,0.0,Stable,test,train,val,train,train
mp-1232974,LiAu4Se4(ClO3)4,0.0,Metal,0.064,Stable,train,train,test,train,train
mp-1233222,MgAu4Se4(ClO3)4,0.966,Indirect,0.0915,Stable,train,val,val,test,val
mp-1233629,MgAu4Se4(ClO3)4,0.9049,Indirect,0.1116,Unstable,test,val,val,train,train
mp-1234080,MgAu4Se4(ClO3)4,0.735,Indirect,0.1206,Unstable,train,train,train,test,train
mp-1233961,MgAu4Se4(ClO3)4,0.0,Metal,0.0689,Stable,test,train,train,train,train
mp-1234154,MgAu4Se4(ClO3)4,1.2762,Indirect,0.0553,Stable,test,val,train,val,train
mp-1234009,MgAu4Se4(ClO3)4,0.8398,Indirect,0.0975,Stable,train,train,train,train,test
mp-1234333,MgAu4Se4(ClO3)4,1.0606,Indirect,0.0868,Stable,train,train,train,test,train
mp-1234385,MgAu4Se4(ClO3)4,0.2998,Indirect,0.1084,Unstable,val,test,train,train,train
mp-1234428,MgAu4Se4(ClO3)4,0.7101,Indirect,0.0821,Stable,test,train,train,train,train
mp-1234732,MgAu4Se4(ClO3)4,1.054,Indirect,0.0655,Stable,test,train,val,train,train
mp-1234500,MgAu4Se4(ClO3)4,0.4971,Indirect,0.0419,Stable,train,test,train,train,train
mp-1235050,LiAu4Se4(ClO3)4,0.0,Metal,0.0473,Stable,train,train,train,test,train
mp-1235220,LiAu4Se4(ClO3)4,0.0,Metal,0.0493,Stable,train,train,train,train,test
mp-1235328,LiAu4Se4(ClO3)4,0.0,Metal,0.0501,Stable,train,test,train,train,train
mp-1235291,LiAu4Se4(ClO3)4,0.0,Metal,0.0462,Stable,train,train,train,train,test
mp-1235582,LiAu4Se4(ClO3)4,0.0459,Indirect,0.0496,Stable,train,val,test,train,train
mp-1236013,LiAu4Se4(ClO3)4,0.1322,Indirect,0.0445,Stable,train,train,test,train,train
mp-1236160,LiAu4Se4(ClO3)4,0.0,Metal,0.0561,Stable,test,train,train,train,train
mp-1198565,CuPb5Se4(ClO3)4,0.6854,Indirect,0.0,Stable,train,test,train,train,train
mp-1204736,Ca2Fe6Se9Cl4O27,0.3869,Indirect,0.301,Unstable,test,train,train,train,train
mp-1190020,AlBi2Se2BrCl4,1.1162,Indirect,0.0074,Stable,val,test,val,val,train
mp-1173448,Re3Se2Cl5,0.9387,Direct,0.0073,Stable,val,train,train,test,train
mp-1194941,Hg4BiSe2Cl5,2.105,Indirect,0.0,Stable,train,train,train,train,test
mp-569902,GaSe3N2Cl5,1.8425,Indirect,0.1588,Unstable,train,train,test,train,val
mp-570486,NbP2Se2Cl5,1.3286,Indirect,0.0,Stable,train,train,val,test,train
mp-571250,TaP2Se2Cl5,1.9078,Direct,0.0,Stable,train,test,train,train,val
mp-1225822,Cu5SeCl5O4,0.0677,Indirect,0.0,Stable,train,train,train,test,val
mp-1196140,NbP4Se3Cl5,1.4437,Indirect,0.0062,Stable,train,train,test,train,val
mp-643203,Cu6PbSe2Cl5O8,0.0,Metal,0.0089,Stable,train,train,train,train,test
mp-619928,Zr(Se2Cl3)2,1.3208,Indirect,0.0,Stable,val,train,train,train,test
mp-29420,Hf(Se2Cl3)2,1.3426,Direct,0.0,Stable,train,train,train,test,train
mp-28175,Pd(SeCl3)2,1.7002,Indirect,0.0,Stable,train,train,train,train,test
mp-27829,Rb2SeCl6,2.6051,Indirect,0.0,Stable,train,train,test,train,train
mp-27830,Cs2SeCl6,2.7509,Indirect,0.0,Stable,train,train,train,test,train
mp-680308,Re(Se2Cl3)2,0.1172,Direct,0.099,Stable,train,test,train,train,train
mp-30113,Zr(Se2Cl3)2,1.3568,Direct,0.0,Stable,train,train,train,train,test
mp-1196619,Ir2(Se3Cl2)3,1.5989,Indirect,0.0,Stable,test,train,train,train,train
mp-558647,Cu9Se4(Cl3O7)2,0.0,Metal,0.0055,Stable,train,test,train,train,train
mp-1195946,Cu7Se2(Cl3O4)2,0.0,Metal,0.0184,Stable,train,train,test,train,train
mp-1207516,ZrTe7SeCl6,1.0312,Direct,0.0013,Stable,train,test,train,train,train
mp-1212434,HfTe7SeCl6,1.0147,Direct,0.0,Stable,train,train,test,train,train
mp-567956,GaSe2NCl6,1.641,Direct,0.087,Stable,train,train,test,train,train
mp-568653,FeSe2NCl6,0.0,Metal,0.2724,Unstable,train,train,test,train,train
mp-570520,ZrHg3(SeCl3)2,2.5759,Indirect,0.0,Stable,train,train,train,test,train
mp-571445,HfHg3(SeCl3)2,2.5501,Indirect,0.0,Stable,val,train,test,train,train
mp-680211,Cu9Se4(Cl3O7)2,0.0,Metal,0.0141,Stable,train,test,train,train,train
mp-568572,WSe6ICl6,0.0,Metal,0.0158,Stable,train,train,train,test,train
mp-720110,KRe3Os3(Se4Cl3)2,1.3125,Indirect,0.0,Stable,train,test,train,val,train
mp-1197752,Cs3Re6Se8(Cl3O)2,0.0,Metal,0.3447,Unstable,val,train,train,train,test
mp-1205403,AlSeCl7,2.5979,Indirect,0.0,Stable,test,train,train,train,train
mp-28189,FeSeCl7,1.3187,Indirect,0.0,Stable,val,train,train,train,test
mp-649130,AlSeCl7,0.0541,Direct,0.1415,Unstable,train,train,train,train,test
mp-540615,Nb3Se5Cl7,1.0202,Indirect,0.0,Stable,train,train,train,train,test
mp-28372,AuSeCl7,1.7274,Direct,0.0,Stable,train,train,train,val,test
mp-504937,SbSe9Cl7,1.1943,Indirect,0.0061,Stable,test,train,train,train,train
mp-613545,RhSe2Cl7,1.87,Indirect,0.0407,Stable,train,test,val,train,val
mp-1200639,Bi2Se5Cl7,1.4358,Indirect,0.0089,Stable,test,train,train,train,train
mp-505564,Bi2Se4Cl7,1.0179,Indirect,0.0,Stable,train,train,train,val,test
mp-679999,Re3(SeCl)7,1.5553,Direct,0.0,Stable,train,train,train,test,train
mp-29843,Bi2Se2Cl7,1.1039,Indirect,0.0043,Stable,train,train,train,test,train
mp-570693,SbSe3N2Cl7,1.6952,Indirect,0.1758,Unstable,train,test,train,val,train
mp-572726,SbSeCl7O,1.9455,Direct,0.0,Stable,train,test,train,train,train
mp-1217182,Tl5Re6Se8Cl7,2.016,Indirect,0.0036,Stable,train,train,train,test,train
mp-557464,MoSeCl7O,2.4435,Indirect,0.0328,Stable,train,train,test,train,train
mp-1223737,KRe6Se5Cl7O3,0.1799,Indirect,0.2844,Unstable,train,val,train,test,val
mp-1198176,NbAl2(SeCl4)2,1.9186,Indirect,0.0,Stable,train,train,test,train,train
mp-560193,SnSe2(Cl4O)2,2.7633,Indirect,0.0,Stable,train,test,val,train,train
mp-1203978,SbSe2NCl8,1.5329,Indirect,0.1222,Unstable,train,train,test,train,train
mp-686599,SrNd10Se12(Cl2O9)4,0.25,Direct,0.8245,Unstable,train,test,val,train,val
mp-1218343,SrNd10Se12(Cl2O9)4,3.833,Direct,0.0,Stable,train,train,train,train,test
mp-556693,Te3W2Se4(Cl4O)2,1.0677,Indirect,0.049,Stable,train,train,train,test,train
mp-28985,SbSeCl9,2.0148,Indirect,0.0,Stable,train,test,train,val,train
mp-29968,NbSeCl9,2.078,Direct,0.0043,Stable,train,test,train,train,val
mp-1228808,Bi11(Se4Cl3)3,1.1266,Direct,0.0055,Stable,test,train,train,train,train
mp-553914,KCdCu7Se2Cl9O8,0.0,Metal,0.0258,Stable,train,train,test,train,train
mp-671888,Re(SeCl6)2,0.7896,Indirect,0.0193,Stable,train,train,test,train,val
mp-541510,W2Se17Cl12,0.0,Metal,0.0075,Stable,train,train,test,train,train
mp-573340,Nb2Se17Cl12,1.3168,Indirect,0.0,Stable,train,test,train,train,train
mp-582444,Os(SeCl6)2,0.0736,Indirect,0.0026,Stable,train,val,test,train,train
mp-652695,Re(SeCl6)2,0.8805,Direct,0.0126,Stable,test,train,train,train,train
mp-571313,Hf(SeCl6)2,2.799,Indirect,0.0,Stable,train,test,train,val,train
mp-568726,Mo(SeCl6)2,0.0,Metal,0.0339,Stable,train,train,train,train,test
mp-570544,Zr(SeCl6)2,2.8159,Indirect,0.0,Stable,train,val,train,train,test
mp-554217,HfMo2Se8(Cl7O)2,1.1895,Direct,0.0782,Stable,train,train,test,train,train
mp-560057,ZrMo2Se8(Cl7O)2,1.1869,Direct,0.0669,Stable,train,test,train,train,val
mp-607785,Rb6LiNd11Se12(Cl4O9)4,3.1133,Direct,0.0,Stable,train,train,train,test,train
mp-645405,Rb6LiPr11Se12(Cl4O9)4,3.0734,Direct,0.0,Stable,train,val,val,test,train
mp-1203849,Ga8Sb7Se8Cl29,1.6847,Indirect,0.0,Stable,train,train,val,train,test
mp-1225212,Fe4Se3Br,0.0,Metal,0.3544,Unstable,train,train,test,val,train
mp-29857,Bi3Se4Br,1.071,Indirect,0.0276,Stable,train,train,test,train,train
mp-1218308,Ta2Se8Br,0.5301,Indirect,0.0,Stable,train,train,train,test,val
mp-29567,CuSe2Br,0.8486,Indirect,0.0,Stable,train,train,train,train,test
mp-624200,Re3Se4Br,1.4268,Indirect,0.0,Stable,val,val,train,test,train
mp-28921,Tl5Se2Br,0.3854,Direct,0.0,Stable,train,train,test,train,train
mp-1100439,YSeBr,1.5458,Indirect,0.8503,Unstable,train,test,val,train,train
mp-1209865,NbSeBr,0.0,Metal,0.0012,Stable,train,test,train,train,train
mp-631257,AsSeBr,0.0,Metal,0.8448,Unstable,val,train,train,test,train
mp-510346,In5Se5Br,0.7435,Indirect,0.0254,Stable,train,train,test,train,train
mp-1206174,ErSeBr,0.1027,Indirect,1.8544,Unstable,test,train,train,val,val
mp-28741,CuSe3Br,1.0299,Indirect,0.0,Stable,train,train,val,test,train
mp-1209072,SbSeBr,1.4378,Indirect,0.0,Stable,train,test,train,train,val
mp-27199,AuSeBr,0.6303,Indirect,0.0,Stable,train,train,train,test,train
mp-569707,BiSeBr,1.6912,Indirect,0.0095,Stable,train,train,train,train,test
mp-1224081,In2CuSe3Br,0.4908,Indirect,0.0498,Stable,train,val,train,train,test
mp-570321,InSb2Se4Br,1.1103,Indirect,0.0009,Stable,val,train,train,test,train
mp-571169,InBi2Se4Br,1.2945,Indirect,0.0178,Stable,test,train,train,train,train
mp-1213194,CuTeSeBr,1.0535,Direct,0.0865,Stable,train,test,val,train,val
mp-1223994,In2AgSe3Br,0.2181,Indirect,0.0282,Stable,train,train,test,train,train
mp-1226394,Cr2CuSe3Br,0.0,Metal,0.0614,Stable,train,test,train,train,train
mp-567949,Hg3AsSe4Br,1.3281,Indirect,0.0037,Stable,test,train,train,val,train
mp-567720,CuHgSeBr,0.4656,Indirect,0.0097,Stable,train,test,val,train,train
mp-655834,MnSbSe2Br,0.1502,Indirect,0.1265,Unstable,train,train,test,train,val
mp-639335,MnSbSe2Br,0.1832,Indirect,0.125,Unstable,train,val,val,test,train
mp-567478,MnSbSe2Br,0.6252,Indirect,0.0077,Stable,train,train,test,train,train
mp-570590,CdBiSe2Br,1.3886,Indirect,0.029,Stable,train,train,train,test,train
mp-605821,Nd3SeBrN2,1.2122,Indirect,0.0417,Stable,train,train,train,test,train
mp-628637,Cu3BiSe2BrO8,0.0,Metal,0.0,Stable,train,train,test,train,train
mp-31075,Hg3(SeBr)2,1.3272,Indirect,0.0,Stable,val,val,train,test,train
mp-569623,Nb(SeBr)2,0.9702,Indirect,0.003,Stable,train,train,train,test,val
mp-2422143,Pd(Se3Br)2,1.094,Indirect,0.0,Stable,test,train,train,train,train
