mp_id,formula,bg_eV,gap_type,gt_code,ehull,stable,fold0,fold1,fold2,fold3,fold4
mp-1227999,Cs3Re6(SCl)7,2.3721,Indirect,1,0.0,Stable,test,train,train,train,val
mp-560884,TaSCl7O,2.8827,Indirect,1,0.0,Stable,train,train,train,test,train
mp-555254,,0.6693,Indirect,1,0.1492,Unstable,train,train,val,test,train
mp-28721,Pt(SCl4)2,1.9198,Direct,0,0.0,Stable,train,train,val,train,test
mp-29568,RuS3Cl8,1.8602,Indirect,1,0.0,Stable,val,train,train,test,train
mp-2218333,MgW2(SCl4)2,0.1396,Indirect,1,0.2043,Unstable,train,test,train,train,train
mp-2218459,MgW2(SCl4)2,0.3822,Indirect,1,0.1743,Unstable,train,test,train,train,train
mp-2218594,MgW2(SCl4)2,0.5906,Indirect,1,0.1822,Unstable,train,test,train,train,train
mp-2218742,MgW2(SCl4)2,0.4474,Indirect,1,0.1872,Unstable,val,train,test,train,train
mp-1104411,Hg3Bi2(SCl4)2,2.7814,Indirect,1,0.0,Stable,train,test,train,train,train
mp-554625,SbS2NCl8,1.8257,Indirect,1,0.0573,Stable,train,val,train,train,test
mp-559303,MoS3(NCl4)2,0.5156,Direct,0,0.0755,Stable,train,train,train,test,train
mp-1220410,Os4SeS11Cl8,0.1225,Indirect,1,0.122,Unstable,train,train,test,val,train
mp-648140,Na2Al2S3(Cl4O3)2,2.5981,Indirect,1,0.0201,Stable,train,test,train,train,train
mp-1195160,Al2Cu2Bi2S3Cl8,1.2722,Direct,0,0.006,Stable,val,train,train,test,train
mp-1194539,Al2Ag2Bi2S3Cl8,1.9032,Direct,0,0.0,Stable,val,train,test,val,val
mp-735424,,1.7207,Indirect,1,0.3759,Unstable,train,train,train,test,val
mp-720895,,1.3492,Direct,0,0.0854,Stable,train,train,test,train,train
mp-707926,,1.4461,Indirect,1,0.0816,Stable,train,val,train,val,test
mp-557809,SbSCl9,1.7743,Direct,0,0.0,Stable,train,train,train,test,val
mp-1209710,Pr7(S2Cl3)3,2.1879,Direct,0,0.015,Stable,val,train,train,train,test
mp-559337,Nd7(S2Cl3)3,1.2212,Indirect,1,0.0174,Stable,train,val,val,train,test
mp-28772,SbSCl9,1.6343,Direct,0,0.0124,Stable,test,train,train,train,train
mp-28103,USCl9,0.4958,Indirect,1,0.0137,Stable,test,train,train,train,train
mp-669465,,2.1287,Indirect,1,0.1497,Unstable,val,train,train,test,train
mp-555900,Nb2Tl5S4Cl9,1.6183,Indirect,1,0.002,Stable,test,train,train,val,train
mp-621112,Cs5Nb2S4Cl9,1.7925,Indirect,1,0.0,Stable,train,test,train,val,train
mp-601227,,0.0164,Indirect,1,0.3773,Unstable,train,train,train,test,train
mp-1205281,,0.1064,Indirect,1,1.4834,Unstable,train,train,train,train,test
mp-704608,,2.0977,Direct,0,0.2023,Unstable,test,train,val,train,train
mp-648469,SbP2SN3Cl10,1.8468,Indirect,1,0.072,Stable,train,test,train,train,train
mp-28211,IrS3Cl11,1.8369,Indirect,1,0.0,Stable,test,train,train,train,train
mp-555493,Re2S2NCl11,0.3737,Indirect,1,0.0728,Stable,train,test,train,train,train
mp-556726,Re2SCl12,0.7012,Indirect,1,0.0384,Stable,train,train,test,train,train
mp-624474,Ru(SCl3)4,0.0961,Direct,0,0.0442,Stable,train,train,val,train,test
mp-649080,Ti2SCl12,1.9423,Indirect,1,0.0161,Stable,train,test,train,train,train
mp-28865,Os(SCl6)2,0.0327,Indirect,1,0.0202,Stable,train,test,train,train,train
mp-1214681,,3.3273,Indirect,1,0.1833,Unstable,train,train,val,train,test
mp-2230438,MgTi2S2(Cl6O)2,0.5763,Indirect,1,0.1484,Unstable,val,train,train,test,train
mp-2230365,MgTi2S2(Cl6O)2,0.6648,Indirect,1,0.1278,Unstable,train,test,train,val,train
mp-653758,Ru2S4Cl13,0.0005,Indirect,1,0.0668,Stable,train,train,train,train,test
mp-706455,As4S11(N6Cl7)2,1.2323,Direct,0,0.2546,Unstable,test,train,val,train,train
mp-1196451,Ga3Sb7(S4Cl7)2,2.0643,Direct,0,0.0,Stable,train,train,test,train,train
mp-1203403,,1.5729,Indirect,1,0.3152,Unstable,val,train,val,test,train
mp-1212273,Os(SCl4)6,0.022,Indirect,1,0.3346,Unstable,train,test,train,val,train
mp-676473,,2.8019,Indirect,1,0.0258,Stable,train,val,train,test,train
mp-28099,,2.2489,Indirect,1,0.0,Stable,train,train,test,train,train
mp-1208299,TbSBr,2.9277,Indirect,1,0.0,Stable,train,train,train,train,test
mp-1208844,SmSBr,2.9463,Indirect,1,0.0,Stable,train,train,train,test,train
mp-1209293,PrSBr,2.8424,Indirect,1,0.0,Stable,test,train,train,val,train
mp-1212521,GdSBr,1.6455,Indirect,1,0.0846,Stable,train,train,test,train,train
mp-27180,NdSBr,2.6382,Indirect,1,0.0,Stable,train,train,test,train,train
mp-27245,,3.6835,Direct,0,0.0,Stable,train,val,train,test,train
mp-555279,,3.6178,Indirect,1,0.0014,Stable,train,train,train,test,train
mp-652046,Re3S4Br,1.6485,Indirect,1,0.0,Stable,test,val,val,train,train
mp-554769,MoSBr,0.795,Indirect,1,0.0172,Stable,train,test,train,train,train
mp-1215080,Ag12SBr,0.3945,Direct,0,1.7073,Unstable,train,train,train,train,test
mp-510347,In5S5Br,1.1149,Indirect,1,0.0,Stable,test,train,train,train,train
mp-1103194,SbSBr,1.7634,Indirect,1,0.002,Stable,train,val,train,test,train
mp-36600,Ag3SBr,0.3977,Indirect,1,0.0683,Stable,train,train,test,train,train
mp-1207325,YbSBr,1.6791,Indirect,1,1.9467,Unstable,train,train,test,train,train
mp-1207375,ErSBr,0.0295,Indirect,1,1.9483,Unstable,test,train,train,train,train
mp-27246,LuSBr,2.9943,Direct,0,0.0,Stable,test,train,train,train,train
mp-28928,DySBr,2.8776,Direct,0,0.0,Stable,train,val,train,test,train
mp-560054,LuSBr,2.7179,Indirect,1,0.4012,Unstable,train,test,train,train,train
mp-1229116,Ag3SBr,0.3987,Indirect,1,0.0637,Stable,train,test,train,val,train
mp-1209341,PrSBr,2.7479,Indirect,1,0.0022,Stable,train,train,test,train,train
mp-1211452,LaSBr,2.7908,Indirect,1,0.0,Stable,train,train,val,test,train
mp-22971,SbSBr,1.7767,Indirect,1,0.0,Stable,val,train,val,train,test
mp-23324,BiSBr,2.032,Indirect,1,0.0,Stable,train,train,test,train,train
mp-1105645,Ag3SBr,0.2964,Indirect,1,0.0983,Stable,train,test,train,train,train
mp-1229151,Ag15S5I4Br,0.5666,Indirect,1,0.0653,Stable,train,train,train,test,val
mp-703875,Pr3Si2S8Br,2.6796,Indirect,1,0.011,Stable,train,test,train,train,train
mp-1078379,FeBiS2Br,0.2637,Indirect,1,0.2748,Unstable,train,test,train,train,train
mp-1206068,InBi2S4Br,1.627,Indirect,1,0.0027,Stable,test,val,val,train,train
mp-554061,MnSbS2Br,0.6737,Direct,0,0.0138,Stable,train,train,train,test,val
mp-557805,MnBiS2Br,0.7358,Direct,0,0.0001,Stable,test,train,train,val,train
mp-559864,InSb2S4Br,1.5308,Indirect,1,0.0,Stable,train,train,train,train,test
mp-559588,CdSbS2Br,1.5285,Indirect,1,0.0136,Stable,train,train,test,train,train
mp-561079,CdBiS2Br,1.7295,Indirect,1,0.0177,Stable,train,test,train,train,train
mp-1213133,CuTeSBr,1.2396,Indirect,1,0.0945,Stable,train,train,train,train,test
mp-557980,CuS4BrN4,0.9281,Indirect,1,0.357,Unstable,train,val,train,train,test
mp-555527,Sm3Si2S8Br,2.6145,Direct,0,0.0,Stable,val,test,train,train,train
mp-559237,Nd3Si2S8Br,2.664,Direct,0,0.0,Stable,train,test,train,train,val
mp-560523,La3Si2S8Br,2.552,Indirect,1,0.0,Stable,test,train,train,train,train
mp-560468,Pr3Si2S8Br,2.6881,Direct,0,0.0,Stable,train,val,train,val,test
mp-669378,Ce3Si2S8Br,0.0883,Indirect,1,0.0,Stable,test,train,train,val,train
mp-1224043,In2AgS3Br,0.9666,Direct,0,0.0085,Stable,train,train,train,train,test
mp-555074,Hg3AsS4Br,1.5415,Indirect,1,0.0017,Stable,train,test,train,val,train
mp-1225964,Cu3Bi2S4Br,0.8068,Indirect,1,0.0081,Stable,train,test,train,val,val
mp-1196166,CuP4S3Br,1.9335,Indirect,1,0.0005,Stable,train,train,train,train,test
mp-985591,Li6PS5Br,2.1394,Indirect,1,0.0505,Stable,train,train,train,train,test
mp-1229171,Ag6S2IBr,0.5861,Indirect,1,0.0811,Stable,train,train,train,test,train
mp-555267,CuHgSBr,0.51,Indirect,1,0.0309,Stable,val,train,train,train,test
mp-560067,AgHgSBr,1.2604,Indirect,1,0.0,Stable,train,train,train,test,train
mp-554879,CuHgSBr,0.4492,Indirect,1,0.0288,Stable,train,test,train,val,train
mp-555645,CuHgSBr,0.5368,Direct,0,0.0328,Stable,train,test,train,train,train
mp-1195713,Ba3FeS4Br,0.4962,Indirect,1,0.0119,Stable,val,train,val,train,test
mp-1202647,La2SbS5Br,1.8641,Indirect,1,0.0,Stable,test,train,train,train,train
mp-1204726,Ba3GaS4Br,3.0328,Direct,0,0.0,Stable,train,train,train,train,test
mp-554459,Pr6S4BrN3,1.3802,Indirect,1,0.0,Stable,val,test,val,train,train
mp-559019,Nd6S4BrN3,1.399,Indirect,1,0.0,Stable,train,test,train,train,train
mp-559994,La6S4BrN3,1.4091,Indirect,1,0.0,Stable,train,train,val,test,train
mp-1197804,CuP4S3Br,1.74,Indirect,1,0.0,Stable,train,train,train,test,train
mp-554627,Cu6PS5Br,0.8184,Direct,0,0.0015,Stable,train,train,train,test,train
mp-1198103,CuAs7PS7Br,1.8225,Direct,0,0.0,Stable,train,val,train,test,train
mp-1197719,CuAs12P4S12Br,2.2876,Indirect,1,0.0,Stable,train,train,train,train,test
mp-695929,,4.9149,Indirect,1,0.0,Stable,val,train,train,test,train
mp-1223297,LaCeSbS5Br,0.3095,Indirect,1,0.0354,Stable,train,train,test,val,train
mp-849797,,4.5168,Direct,0,0.0231,Stable,train,train,train,test,val
mp-1212553,,3.2492,Indirect,1,0.0376,Stable,test,train,train,val,train
mp-1238949,,3.1361,Indirect,1,0.0382,Stable,test,train,train,train,train
mp-559836,,3.3437,Indirect,1,0.4138,Unstable,val,train,val,test,val
mp-1224197,K3Sn2S3BrO3,0.8789,Indirect,1,0.5993,Unstable,val,train,train,test,val
mp-676501,K3Sn2S3BrO12,3.4126,Indirect,1,0.0108,Stable,train,train,train,test,train
mp-703380,,3.5399,Indirect,1,0.1852,Unstable,train,train,val,train,test
mp-1199516,,4.4523,Indirect,1,0.0361,Stable,train,train,test,train,val
mp-1202066,,2.9647,Direct,0,0.0238,Stable,train,train,test,train,train
mp-1212907,,3.042,Indirect,1,0.2526,Unstable,train,train,train,train,test
mp-555975,,4.3157,Indirect,1,0.1836,Unstable,train,train,train,test,val
mp-740707,,3.1406,Indirect,1,0.0286,Stable,test,train,train,train,train
mp-1196575,,4.3089,Direct,0,0.2589,Unstable,train,train,val,test,train
mp-600217,,2.5243,Direct,0,0.2137,Unstable,train,val,train,test,val
mp-1224979,,3.9773,Indirect,1,0.2744,Unstable,train,train,val,test,train
mp-1197738,,2.7521,Direct,0,0.0233,Stable,train,val,val,test,train
mp-1200682,,3.103,Indirect,1,0.0236,Stable,train,test,train,train,train
mp-1079264,Nb(SBr)2,1.4107,Indirect,1,0.0008,Stable,test,val,train,val,train
mp-29096,Hg3(SBr)2,1.487,Indirect,1,0.0,Stable,val,train,train,test,train
mp-559832,Hg3(SBr)2,1.609,Indirect,1,0.0015,Stable,train,train,train,test,train
mp-1079487,Nb(SBr)2,1.5,Indirect,1,0.0,Stable,test,train,train,train,train
mp-540792,Ge2S3Br2,2.4518,Indirect,1,0.0,Stable,train,test,train,train,train
mp-28407,,2.7573,Direct,0,0.0,Stable,train,train,test,train,train
mp-1201162,,2.0926,Indirect,1,0.0,Stable,train,test,train,train,train
mp-683875,,2.2651,Direct,0,0.0035,Stable,train,test,val,train,train
mp-28037,Mo2SBr2,0.9875,Direct,0,0.0,Stable,train,test,train,train,train
mp-1194529,SnHg2(SBr)2,2.1758,Indirect,1,0.1329,Unstable,train,train,test,train,train
mp-554096,SnHg2(SBr)2,2.3372,Direct,0,0.052,Stable,test,train,train,train,train
mp-622294,Hg2Pb(SBr)2,2.296,Indirect,1,0.0917,Stable,train,train,train,test,val
mp-622273,SnHg2(SBr)2,2.3956,Indirect,1,0.0719,Stable,train,test,train,train,train
mp-643460,SnHg2(SBr)2,1.929,Indirect,1,0.0057,Stable,test,train,train,train,train
mp-683890,CsRe3(S2Br)2,1.8417,Indirect,1,0.0,Stable,train,train,train,test,train
mp-680334,LaSb(SBr)2,2.1637,Indirect,1,0.0,Stable,train,test,train,train,train
mp-860792,,2.4037,Indirect,1,0.0141,Stable,train,train,train,test,train
mp-555484,VS2Br2N3,0.7769,Indirect,1,0.2175,Unstable,train,train,train,val,test
mp-1214970,Ag6Ge(S2Br)2,0.5586,Indirect,1,0.0143,Stable,train,val,test,train,train
mp-1179209,,0.1191,Indirect,1,0.7679,Unstable,train,train,train,train,test
mp-1199674,,0.3125,Indirect,1,0.8798,Unstable,val,val,train,test,train
mp-1328634,,0.0006,Indirect,1,1.9461,Unstable,test,train,val,train,train
mp-1228968,Ba4Ge2Pb(S4Br)2,2.0767,Indirect,1,0.0021,Stable,val,test,train,train,train
mp-1228355,Ba4SnGe2(S4Br)2,1.9955,Indirect,1,0.0025,Stable,train,train,train,train,test
mp-1104819,,0.375,Indirect,1,0.5042,Unstable,train,test,train,train,train
mp-1179978,,0.0955,Indirect,1,0.784,Unstable,val,train,train,test,val
mp-1192716,,0.0549,Indirect,1,0.6296,Unstable,train,train,train,test,train
mp-733454,,0.5436,Indirect,1,0.7304,Unstable,train,train,train,test,train
mp-1204117,,4.4445,Direct,0,0.0151,Stable,val,train,train,train,test
mp-1202739,,2.6829,Indirect,1,0.666,Unstable,train,train,train,test,train
mp-849798,,3.1878,Direct,0,0.0701,Stable,train,train,val,test,train
mp-1205035,,0.0292,Direct,0,0.2529,Unstable,train,train,train,train,test
mp-1202797,,2.7767,Direct,0,0.0356,Stable,val,train,train,test,train
mp-1201772,,2.5453,Indirect,1,0.3124,Unstable,train,train,test,train,train
mp-1205248,,2.8523,Indirect,1,0.1138,Unstable,train,test,train,train,train
mp-707239,,2.5558,Indirect,1,0.1117,Unstable,train,train,train,test,train
mp-1202532,,1.0839,Indirect,1,0.0378,Stable,train,train,train,test,train
mp-556327,,2.4046,Indirect,1,0.123,Unstable,train,train,test,train,train
mp-697260,,3.3531,Direct,0,0.0421,Stable,train,val,train,test,train
mp-1106319,,0.3846,Indirect,1,0.705,Unstable,train,train,test,val,train
mp-27378,,1.7302,Indirect,1,0.1775,Unstable,train,train,train,train,test
mp-1228012,Bi19(S9Br)3,1.3293,Indirect,1,0.0107,Stable,train,train,train,train,test
mp-1079481,AlSBr3,0.1479,Indirect,1,0.3612,Unstable,train,test,train,train,train
mp-863030,,2.6424,Indirect,1,0.0077,Stable,train,train,test,train,train
mp-558847,AlSBr3N,1.8744,Indirect,1,0.069,Stable,train,test,train,train,train
mp-669564,CsRe6S8Br3,1.6143,Indirect,1,0.0057,Stable,train,train,test,train,train
mp-1202203,Cu3P4(SBr)3,1.4823,Direct,0,0.0061,Stable,train,train,train,train,test
mp-1199298,,0.349,Direct,0,0.2163,Unstable,val,test,train,train,train
mp-1182632,,1.5168,Indirect,1,0.1927,Unstable,train,train,test,train,train
mp-1196552,,0.1294,Indirect,1,0.1706,Unstable,train,test,train,train,val
mp-28518,Tl6SBr4,1.8121,Direct,0,0.0044,Stable,train,test,train,train,val
mp-559911,V4S9Br4,0.6915,Indirect,1,0.0,Stable,test,train,train,train,train
mp-561582,WSBr4,1.2761,Indirect,1,0.0,Stable,train,train,test,train,train
mp-1214257,,2.6761,Direct,0,0.1336,Unstable,test,val,train,train,train
mp-1214179,,2.7805,Indirect,1,0.1297,Unstable,train,test,train,train,train
mp-2217831,MgNb2(SBr)4,1.1908,Indirect,1,0.1606,Unstable,train,train,train,train,test
mp-2240954,MgNb2(SBr)4,0.6305,Indirect,1,0.2838,Unstable,train,train,test,val,train
mp-559900,,1.2881,Direct,0,0.1139,Unstable,train,val,test,train,train
mp-2241507,MgNb2(SBr)4,0.8101,Indirect,1,0.2864,Unstable,train,train,test,train,val
mp-731744,FeS4Br4N5,0.8111,Indirect,1,0.5037,Unstable,test,train,val,train,train
mp-2229216,MgV2S4(Br2N3)2,0.7182,Indirect,1,0.3708,Unstable,train,test,train,train,train
mp-1191291,Hg2SBr4N2O3,2.4712,Direct,0,0.9014,Unstable,test,train,train,train,train
mp-1223434,LaCeSb2(SBr)4,0.4332,Indirect,1,0.0107,Stable,test,train,train,train,train
mp-2229658,MgV2S4(Br2N3)2,0.6042,Indirect,1,0.368,Unstable,train,train,train,test,train
mp-2229921,MgV2S4(Br2N3)2,0.4932,Indirect,1,0.3699,Unstable,train,train,train,test,train
mp-557580,,1.9085,Indirect,1,0.187,Unstable,train,train,train,test,train
mp-28297,Nd3S2Br5,2.85,Indirect,1,0.0202,Stable,train,train,train,test,train
mp-1204377,TlHg6S4Br5,2.1407,Direct,0,0.0097,Stable,test,train,train,train,train
mp-561414,K3Hg3S2Br5O6,2.0351,Indirect,1,0.0611,Stable,train,val,train,train,test
mp-555088,Nd4(SBr2)3,2.8096,Indirect,1,0.0189,Stable,train,train,test,train,train
mp-1245640,Pb4SBr6,2.2614,Indirect,1,0.043,Stable,train,test,train,train,train
mp-1207395,ZrHg3(SBr3)2,1.8586,Direct,0,0.0,Stable,val,val,train,train,test
mp-555833,Hg3As8(S4Br3)2,1.7802,Indirect,1,0.0,Stable,train,test,train,train,train
mp-556341,Ti4S8Br6O,1.4006,Indirect,1,0.0,Stable,train,train,train,test,train
mp-1196084,NaB6S4(Br3O4)2,1.7688,Direct,0,0.6149,Unstable,test,train,train,train,train
mp-29057,Nb3SBr7,0.7444,Direct,0,0.0,Stable,train,train,train,test,train
mp-29599,Re3(SBr)7,1.3351,Direct,0,0.0,Stable,val,test,train,train,train
mp-31015,Ta3SBr7,0.8133,Indirect,1,0.0049,Stable,train,train,train,test,val
mp-573274,CsNb3SBr7,0.038,Indirect,1,0.0,Stable,train,train,test,train,train
mp-1182756,Cs5Tc6S8Br7,1.7601,Indirect,1,0.0,Stable,train,test,train,train,val
mp-559724,Ta4S9Br8,1.2971,Indirect,1,0.1319,Unstable,val,test,val,train,train
mp-1197449,,0.1156,Indirect,1,0.4824,Unstable,train,val,train,train,test
mp-556239,Cs5Nb2S4Br9,1.775,Indirect,1,0.0,Stable,train,train,test,train,train
mp-558099,Nb2Tl5S4Br9,1.6588,Indirect,1,0.0141,Stable,train,test,train,train,train
mp-674324,Sn7(SBr5)2,2.0136,Indirect,1,0.111,Unstable,train,train,val,train,test
mp-1180384,Nb6Tl3SBr17,0.1464,Indirect,1,0.2742,Unstable,val,train,test,val,train
mp-1211937,K3Nb6SBr17,0.5802,Indirect,1,0.0051,Stable,test,val,val,train,train
mp-1213734,Cs3Nb6SBr17,0.578,Indirect,1,0.0,Stable,train,train,test,train,train
mp-559037,Rb3Nb6SBr17,0.5826,Indirect,1,0.0,Stable,test,train,val,train,train
mp-680340,Nb6Tl3SBr17,0.3199,Indirect,1,0.2523,Unstable,val,test,train,val,train
mp-632480,Ag3SI,0.1676,Indirect,1,0.0737,Stable,test,train,train,train,train
mp-673825,Ag3SI,0.257,Indirect,1,0.0848,Stable,train,train,test,train,train
mp-676121,Ag3SI,0.3739,Indirect,1,0.0739,Stable,train,train,test,train,train
mp-22995,Ag3SI,0.5478,Indirect,1,0.0668,Stable,train,train,train,test,train
mp-1214225,,1.6642,Indirect,1,0.1104,Unstable,train,train,train,train,test
mp-676561,Ag3SI,0.333,Indirect,1,0.0776,Stable,test,train,train,val,train
mp-2762805,NbSI,0.5914,Indirect,1,0.0,Stable,test,train,val,train,train
mp-541073,SmSI,2.4395,Indirect,1,0.0,Stable,val,train,test,val,train
mp-1211900,K3SI,1.0356,Direct,0,0.1631,Unstable,train,test,train,train,train
mp-2912506,K3SI,1.3709,Direct,0,0.1484,Unstable,train,train,test,train,train
mp-1207611,YSI,1.0647,Indirect,1,0.3283,Unstable,train,val,test,train,train
mp-1208330,TbSI,1.1186,Indirect,1,0.2979,Unstable,train,train,train,train,test
mp-1207695,TmSI,1.1277,Indirect,1,0.3465,Unstable,test,val,train,train,train
mp-1212974,ErSI,1.1142,Indirect,1,0.3235,Unstable,test,train,train,train,train
mp-1210823,LuSI,1.1589,Indirect,1,0.3525,Unstable,train,train,train,val,test
mp-1210554,MoSI,0.908,Indirect,1,0.0229,Stable,train,train,train,test,val
mp-1215073,Ag12SI,0.4024,Direct,0,1.699,Unstable,train,train,test,train,train
mp-558189,Ag3SI,0.6243,Indirect,1,0.1164,Unstable,train,train,train,val,test
mp-1095595,SbSI,1.6628,Indirect,1,0.0025,Stable,train,test,train,val,train
mp-675879,Ag3SI,0.3216,Direct,0,0.0755,Stable,train,val,train,train,test
mp-1173025,Ag3SI,0.3398,Indirect,1,0.0867,Stable,train,train,train,test,train
mp-1018731,HoSI,2.7206,Direct,0,0.0,Stable,train,train,train,train,test
mp-28929,DySI,2.7811,Direct,0,0.0,Stable,train,train,test,train,train
mp-556135,GdSI,1.4872,Indirect,1,0.0,Stable,train,val,train,train,test
mp-674981,Ag3SI,0.2624,Indirect,1,0.0772,Stable,test,train,train,train,train
mp-1211464,LaSI,2.1752,Direct,0,0.0,Stable,test,train,train,train,train
mp-1209894,NdSI,2.0315,Direct,0,0.0,Stable,train,train,val,train,test
mp-1209328,PrSI,2.0481,Direct,0,0.0,Stable,train,test,train,train,train
mp-23041,SbSI,1.6276,Indirect,1,0.0,Stable,train,train,test,train,val
mp-23007,SbSI,0.7998,Indirect,1,0.2679,Unstable,train,test,train,train,train
mp-23514,BiSI,1.8669,Indirect,1,0.0028,Stable,val,val,test,train,train
mp-973217,SbSI,1.5064,Indirect,1,0.02,Stable,train,train,test,val,val
mp-1222482,Li6AsS5I,1.5398,Direct,0,0.0,Stable,train,train,test,val,val
mp-1203795,,3.4062,Direct,0,0.0,Stable,val,val,train,test,train
mp-765597,,2.8262,Indirect,1,0.0,Stable,train,test,train,train,train
mp-23090,La3Si2S8I,2.507,Indirect,1,0.0,Stable,train,val,train,train,test
mp-555409,Ce3Si2S8I,0.1101,Indirect,1,0.0,Stable,train,test,train,train,train
mp-558259,Pr3Si2S8I,2.5715,Indirect,1,0.0,Stable,test,train,train,train,train
mp-560356,Sm3Si2S8I,2.5736,Direct,0,0.0,Stable,train,train,test,train,train
mp-560853,Tb3Si2S8I,2.4577,Direct,0,0.0156,Stable,train,train,train,train,test
mp-561126,Nd3Si2S8I,2.548,Direct,0,0.0,Stable,train,train,test,train,train
mp-23140,AgHgSI,1.3584,Direct,0,0.0,Stable,train,train,train,train,test
mp-766881,,2.3634,Indirect,1,0.0223,Stable,train,train,test,train,train
mp-985582,Li6PS5I,2.1923,Indirect,1,0.0189,Stable,train,train,test,train,train
mp-542426,CuHgSI,0.4529,Direct,0,0.021,Stable,test,train,train,val,train
mp-558446,AgHgSI,1.1391,Indirect,1,0.0011,Stable,train,train,train,test,val
mp-1214805,AsPb2S3I,1.8295,Indirect,1,0.0066,Stable,test,train,train,train,train
mp-554724,CuP4S3I,1.7314,Indirect,1,0.0,Stable,train,test,train,train,train
mp-849800,,2.5839,Indirect,1,0.0213,Stable,train,val,test,val,train
mp-1211176,Li6AsS5I,1.5998,Direct,0,0.0054,Stable,test,train,train,train,train
mp-950995,Li6PS5I,2.5333,Direct,0,0.0021,Stable,val,train,train,test,train
mp-1212742,,2.8495,Indirect,1,0.0338,Stable,test,train,train,val,train
mp-849805,,4.2823,Indirect,1,0.0368,Stable,train,test,train,train,train
mp-1181731,,0.2897,Direct,0,0.6921,Unstable,test,train,train,train,train
mp-1204670,,2.2301,Indirect,1,0.064,Stable,train,train,test,train,train
mp-1223524,La2CeSi2S8I,0.34,Indirect,1,0.0013,Stable,train,test,train,val,train
mp-1238470,,2.232,Indirect,1,0.0577,Stable,val,test,train,train,train
mp-1194606,,2.849,Indirect,1,0.1367,Unstable,val,train,train,val,test
mp-1194969,,2.9546,Indirect,1,0.1188,Unstable,test,val,train,train,train
mp-1213452,,3.005,Indirect,1,0.2192,Unstable,train,test,train,val,train
mp-1226404,,3.0379,Indirect,1,0.1067,Unstable,test,train,val,train,train
mp-1197963,K3SmGa3B12S12I,2.4325,Direct,0,0.0,Stable,train,train,train,test,train
mp-1194627,,3.0963,Indirect,1,0.1099,Unstable,train,val,test,train,train
mp-1196314,,2.6997,Indirect,1,0.1006,Unstable,test,train,train,val,train
mp-1199530,,2.7447,Direct,0,0.0222,Stable,train,train,train,test,val
mp-1191944,,2.3744,Indirect,1,0.0,Stable,test,train,train,train,train
mp-1207211,Tl2SI2,1.5577,Indirect,1,0.577,Unstable,train,train,test,val,train
mp-29492,,2.6242,Indirect,1,0.005,Stable,train,train,train,train,test
mp-27928,Ge2S3I2,2.2543,Indirect,1,0.0,Stable,train,train,test,train,train
mp-1197503,,2.738,Indirect,1,0.0,Stable,train,train,train,test,val
mp-30984,,1.8938,Indirect,1,0.0,Stable,val,train,train,test,val
mp-1179634,,1.6295,Indirect,1,0.6335,Unstable,train,test,val,train,val
mp-541352,,2.2588,Indirect,1,0.0,Stable,train,test,train,train,train
mp-616514,,1.4357,Indirect,1,0.6433,Unstable,train,train,train,train,test
mp-1202716,,2.6141,Indirect,1,0.0,Stable,val,train,test,val,val
mp-23386,Sn2SI2,1.6389,Direct,0,0.0,Stable,test,train,train,train,train
mp-608106,,1.8299,Direct,0,0.0184,Stable,train,train,train,train,test
mp-29956,Hg3(SI)2,1.3129,Indirect,1,0.0,Stable,train,train,train,test,train
mp-2646936,CsSbSI2,0.136,Direct,0,0.1201,Unstable,train,val,train,train,test
mp-2646986,CsSbSI2,0.1128,Indirect,1,0.1712,Unstable,train,test,train,train,train
mp-557605,Hg2Pb(SI)2,1.6317,Indirect,1,0.0201,Stable,test,train,train,train,train
mp-1200918,HgS2(IN2)2,0.0796,Direct,0,1.3834,Unstable,test,train,train,train,train
mp-554735,HgAs4(S2I)2,2.0573,Indirect,1,0.0044,Stable,train,val,test,train,val
mp-2646919,CsSbSI2,0.1339,Direct,0,0.1101,Unstable,train,test,train,train,train
mp-1216409,Zn2Hg3(S2I)2,0.6008,Direct,0,0.3,Unstable,train,train,test,val,train
mp-556866,Ag2HgSI2,1.2212,Direct,0,0.0,Stable,train,train,test,train,train
mp-2647049,CsSbSI2,0.072,Direct,0,0.1185,Unstable,train,test,train,train,train
mp-559814,Li5SbS3I2,2.7011,Direct,0,0.0,Stable,val,test,train,train,train
mp-2646928,CsSbSI2,0.1231,Indirect,1,0.1344,Unstable,test,train,train,train,train
mp-2646926,CsSbSI2,0.1458,Indirect,1,0.1216,Unstable,test,train,train,train,val
mp-1179210,,0.2279,Direct,0,0.8131,Unstable,train,train,train,test,train
mp-1182432,,1.0441,Indirect,1,0.6732,Unstable,test,train,train,val,train
mp-1200181,Cu2As9P3S9I2,2.0858,Indirect,1,0.0,Stable,train,train,test,val,train
mp-1179989,,0.208,Indirect,1,0.8459,Unstable,val,test,train,train,train
mp-1202068,,0.1354,Indirect,1,0.7052,Unstable,train,test,train,train,train
mp-1196199,,3.1576,Direct,0,0.0631,Stable,train,train,test,train,val
mp-1197502,,2.6872,Direct,0,0.0693,Stable,test,train,train,train,train
mp-1204018,,3.6644,Indirect,1,0.0359,Stable,train,val,train,train,test
mp-1215087,Ag3SI3,0.28,Direct,0,1.1209,Unstable,train,train,test,train,train
